,retweets,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Time,Year,Month,Date,text_without_stopwords,corpus,hashtags
80,0,MapsofWorld,0,For years now scientists and governments have discussed and debated the effects of climate change and global warming Very little has been doneHave a look at Climate Change over the Centuryclimate Change Century environment,mapsofworld,"San Jose, US",False,5292,130,-0.121875,0.325,11:06:20,2020,10,19,For years scientists governments discussed debated effects climate change global warming Very little doneHave look Climate Change Centuryclimate Change Century environment ,year scientist government discussed debated effect climate change global warming little donehave look climate change centuryclimate change century environment,"['change', 'climate', 'year', 'scientist', 'government', 'discussed', 'debated', 'effect', 'global', 'warming']"
82,31,Citizens' Climate Lobby,44,More than 45 of the US is experiencing drought conditions right nowFrom the nytimes Global warming has made drought worse scientists say exemplifying a trend toward more extreme weather as the climate changes,citizensclimate,Nationwide,True,37837,15492,0.1267857142857142,0.5226190476190476,18:45:00,2020,10,17,More 45 US experiencing drought conditions right nowFrom nytimes Global warming made drought worse scientists say exemplifying trend toward extreme weather climate changes ,u experiencing drought condition right nowfrom nytimes global warming made drought worse scientist say exemplifying trend toward extreme weather climate change,"['drought', 'u', 'experiencing', 'condition', 'right', 'nowfrom', 'nytimes', 'global', 'warming', 'made']"
83,0,Unnati Gupta,0,Three MustRead Books to Understand Climate ChangeWhat you can do instead is pick a book at your local bookstore or library about climate change global warming and everything related to our planet Read more climate climatechange globalwarming,unnatiguptaedu,Ghaziabad,False,5,211,0.125,0.225,18:24:10,2020,10,16,Three MustRead Books Understand Climate ChangeWhat instead pick book local bookstore library climate change global warming everything related planet Read climate climatechange globalwarming ,three mustread book understand climate changewhat instead pick book local bookstore library climate change global warming everything related planet read climate climatechange globalwarming,"['climate', 'book', 'three', 'mustread', 'understand', 'changewhat', 'instead', 'pick', 'local', 'bookstore']"
84,0,Spectalite,0,Increase in forest fires is attributed to global warming and climate change about 8 Billion Tons of CO2 per year which accounts to well over 20 of the global CO2emissions spectalite moulded products reducing the risk of a forest fire ClimateAction ClimateCrisis,spectalite,"Bengaluru, India",False,23,0,0.0,0.0,05:26:36,2020,10,15,Increase forest fires attributed global warming climate change 8 Billion Tons CO2 per year accounts well 20 global CO2emissions spectalite moulded products reducing risk forest fire ClimateAction ClimateCrisis ,increase forest fire attributed global warming climate change billion ton co per year account well global co emission spectalite moulded product reducing risk forest fire climateaction climatecrisis,"['forest', 'fire', 'global', 'co', 'increase', 'attributed', 'warming', 'climate', 'change', 'billion']"
87,0,Martinho,1,ClimateChangeGlobal heating warming up nights faster than daysAsymmetric changes between night day temperatures in many parts of world will have consequences for species inhabiting those regions their ability to adapt in face of changing climate,MartinhoSilves,"Zuhause, Deutschland",False,794,1032,0.5,0.5,12:53:25,2020,10,02,ClimateChangeGlobal heating warming nights faster daysAsymmetric changes night day temperatures many parts world consequences species inhabiting regions ability adapt face changing climate ,climatechangeglobal heating warming night faster daysasymmetric change night day temperature many part world consequence specie inhabiting region ability adapt face changing climate,"['night', 'climatechangeglobal', 'heating', 'warming', 'faster', 'daysasymmetric', 'change', 'day', 'temperature', 'many']"
88,0,Parkers Mobile Clinic,0,Overpopulation is a major cause of climate change and global warmingDo Family today today climate UNHABITAT unhabitatyouth ippf FP2020Global getittogetherNG AFPnow PopCouncil PMNCH,ParkersClinic,Nigeria,False,1205,4681,0.03125,0.25,10:32:47,2020,10,02,Overpopulation major cause climate change global warmingDo Family today today climate UNHABITAT unhabitatyouth ippf FP2020Global getittogetherNG AFPnow PopCouncil PMNCH ,overpopulation major cause climate change global warmingdo family today today climate unhabitat unhabitatyouth ippf fp global getittogetherng afpnow popcouncil pmnch,"['climate', 'global', 'today', 'overpopulation', 'major', 'cause', 'change', 'warmingdo', 'family', 'unhabitat']"
89,3,sunwattssolar,3,Stopping global warming begins with us Take these 5 Steps to End Climate Changeclimatechange sustainability environment climatecrisis globalwarming renewableenergy sustainable climate SunWatts,sunwattssolar,USA,False,106,69,0.0,0.0,02:14:12,2020,10,01,Stopping global warming begins us Take 5 Steps End Climate Changeclimatechange sustainability environment climatecrisis globalwarming renewableenergy sustainable climate SunWatts ,stopping global warming begin u take step end climate changeclimatechange sustainability environment climatecrisis globalwarming renewableenergy sustainable climate sunwatts,"['climate', 'stopping', 'global', 'warming', 'begin', 'u', 'take', 'step', 'end', 'changeclimatechange']"
90,0,Nonkululeko,1,Save water climate change environmental change global warming justice for the world save the forest no to littering no to poverty face emergency hear our voices save animals save save plants no to deforestation shout out to climate activist keep moving forward,Nonkulu57809459,🌏🌎🌍,False,68,365,0.0,0.0,09:31:11,2020,09,28,Save water climate change environmental change global warming justice world save forest littering poverty face emergency hear voices save animals save save plants deforestation shout climate activist keep moving forward ,save water climate change environmental change global warming justice world save forest littering poverty face emergency hear voice save animal save save plant deforestation shout climate activist keep moving forward,"['save', 'climate', 'change', 'water', 'environmental', 'global', 'warming', 'justice', 'world', 'forest']"
91,3,Rajeev Gupta,4,emsusglobal warminggreenepapollutionclimate changesustainabilityagencydepenvironmental pollutionLink for registration,RajeevG45843409,Kanpur Uttar Pradesh,False,152,111,0.0,0.0,18:33:03,2020,09,26,emsusglobal warminggreenepapollutionclimate changesustainabilityagencydepenvironmental pollutionLink registration ,emsusglobal warminggreenepapollutionclimate changesustainabilityagencydepenvironmental pollutionlink registration,"['emsusglobal', 'warminggreenepapollutionclimate', 'changesustainabilityagencydepenvironmental', 'pollutionlink', 'registration']"
92,0,Hani Roustom,3,China going carbon neutral by 2060 will lower globalwarming projections by as much as 03C Thats the biggest single reduction ever estimated as the result of a policy change according to Climate Action Tracker climate,HaniRoustom,Toronto,False,1643,2105,0.0761904761904762,0.1714285714285714,16:55:02,2020,09,26,China going carbon neutral 2060 lower globalwarming projections much 03C Thats biggest single reduction ever estimated result policy change according Climate Action Tracker climate ,china going carbon neutral lower globalwarming projection much c thats biggest single reduction ever estimated result policy change according climate action tracker climate,"['climate', 'china', 'going', 'carbon', 'neutral', 'lower', 'globalwarming', 'projection', 'much', 'c']"
95,1,Environmental Investigation Agency,4,Climate change A New York clock that told time now tells the time remaining for action to prevent the effects of global warming from becoming irreversible,EIA_News,London UK,False,22468,1296,0.1715909090909091,0.3511363636363637,12:30:09,2020,09,24,Climate change A New York clock told time tells time remaining action prevent effects global warming becoming irreversible ,climate change new york clock told time tell time remaining action prevent effect global warming becoming irreversible,"['time', 'climate', 'change', 'new', 'york', 'clock', 'told', 'tell', 'remaining', 'action']"
96,0,"Tom Gillispie, WRITER/EDITOR",0,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0,21:56:14,2020,09,23,deserts TURNING DESERTS INTO FORESTS climate change CO2 global warming ,desert turning desert forest climate change co global warming,"['desert', 'turning', 'forest', 'climate', 'change', 'co', 'global', 'warming']"
97,0,redShift Recruiting,0,New in satellite technology The data Iris will gather is important because methanes global warming potential is 30 times that of carbon dioxide This could be a game changing technology for the fight against climate change Read more gtgtgt,redShiftRecrui1,"Albany, NY",False,22,32,0.106060606060606,0.5590909090909091,13:36:51,2020,09,23,New satellite technology The data Iris gather important methanes global warming potential 30 times carbon dioxide This could game changing technology fight climate change Read gtgtgt ,new satellite technology data iris gather important methane global warming potential time carbon dioxide could game changing technology fight climate change read gtgtgt,"['technology', 'new', 'satellite', 'data', 'iris', 'gather', 'important', 'methane', 'global', 'warming']"
98,0,Women's Forum,2,In our increasingly urban world there is so much opportunity for citiesalready responsible for 70 of global greenhousegas emissionsto lead the global fight against climate change Lets continue to reduce greenhouse emissions that are warming our planet engage4impact,Womens_Forum,"Europe, Asia, Americas, MENA",True,29542,3702,0.08,0.15,12:59:54,2020,09,23,In increasingly urban world much opportunity citiesalready responsible 70 global greenhousegas emissionsto lead global fight climate change Lets continue reduce greenhouse emissions warming planet engage4impact ,increasingly urban world much opportunity citiesalready responsible global greenhousegas emissionsto lead global fight climate change let continue reduce greenhouse emission warming planet engage impact,"['global', 'increasingly', 'urban', 'world', 'much', 'opportunity', 'citiesalready', 'responsible', 'greenhousegas', 'emissionsto']"
99,1,Daily Climate,2,Over the past few decades climate change and global warming has had a string of adverse effects on the planet And the signs of damage are increasing day by day,TheDailyClimate,"Bozeman, Mont.",False,17704,1370,-0.15,0.1166666666666666,11:00:36,2020,09,21,Over past decades climate change global warming string adverse effects planet And signs damage increasing day day ,past decade climate change global warming string adverse effect planet sign damage increasing day day,"['day', 'past', 'decade', 'climate', 'change', 'global', 'warming', 'string', 'adverse', 'effect']"
101,4,Kman411,2,SaintKateriCtr Obama 2013Sea levels are rising due to climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion on water in Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt,Kman411K,"New York, USA",False,288,21,-0.0625,0.6875,03:07:08,2020,09,20,SaintKateriCtr Obama 2013Sea levels rising due climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion water Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt ,saintkaterictr obama sea level rising due climate change potentially threatening u citiesobama buy million dollar mansion water marthas vineyardglobal warmingclimate change bsthe goalglobal govt,"['change', 'saintkaterictr', 'obama', 'sea', 'level', 'rising', 'due', 'climate', 'potentially', 'threatening']"
102,0,Kman411,0,AP Obama 2013Sea levels are rising due to climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion on water in Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt,Kman411K,"New York, USA",False,288,21,-0.0625,0.6875,03:05:42,2020,09,20,AP Obama 2013Sea levels rising due climate change potentially threatening US citiesObama 2019Buys 15 million dollar mansion water Marthas VineyardGlobal warmingclimate change BSThe goalglobal govt ,ap obama sea level rising due climate change potentially threatening u citiesobama buy million dollar mansion water marthas vineyardglobal warmingclimate change bsthe goalglobal govt,"['change', 'ap', 'obama', 'sea', 'level', 'rising', 'due', 'climate', 'potentially', 'threatening']"
104,0,Edwin Valdez,0,Climate Change Please Climate Science Information Center Please US for cosmetics that again everyone Climate Science Information Center earth Climate Change by the Numbers Humans have caused about 10C 18F of global warming,EdwinValdezEXD,"USA, New York",False,719,4997,-0.0666666666666666,0.0666666666666666,15:34:46,2020,09,16,Climate Change Please Climate Science Information Center Please US cosmetics everyone Climate Science Information Center earth Climate Change Numbers Humans caused 10C 18F global warming ,climate change please climate science information center please u cosmetic everyone climate science information center earth climate change number human caused c f global warming,"['climate', 'change', 'please', 'science', 'information', 'center', 'u', 'cosmetic', 'everyone', 'earth']"
105,1,Self Driving Containers 🇺🇸,1,LSorecaEU vonderleyen The New Boss In The House She SPOKE UP TODAYShe Mansion 5 Things To The Big House1 Climate Change 2 Coronavirus Robots3 Brexit not on my plan4 Technology 100 on my plan 5 MigrationsFighting global warming,SelfContainers,"Newark, NJ USA 🇱🇷",False,30,369,0.0454545454545454,0.1848484848484848,13:58:46,2020,09,16,LSorecaEU vonderleyen The New Boss In The House She SPOKE UP TODAYShe Mansion 5 Things To The Big House1 Climate Change 2 Coronavirus Robots3 Brexit plan4 Technology 100 plan 5 MigrationsFighting global warming ,lsorecaeu vonderleyen new bos house spoke todayshe mansion thing big house climate change coronavirus robot brexit plan technology plan migrationsfighting global warming,"['house', 'plan', 'lsorecaeu', 'vonderleyen', 'new', 'bos', 'spoke', 'todayshe', 'mansion', 'thing']"
106,161,Far & Wide,883,Yes thats right Every single country,FarandWidecom,"San Francisco, CA",False,28125,16,0.1071428571428571,0.375,05:17:18,2020,02,06,Yes thats right Every single country ,yes thats right every single country,"['yes', 'thats', 'right', 'every', 'single', 'country']"
107,1,Dr. Emperor-Elect Kraken,3,Molotov Cocktail now referred to as Climate Change Climate Crisis andor Global Warming ArsonExposed Climate Cult,TamaleDude,United States,False,1521,2514,0.0,0.0,19:21:06,2020,09,15,Molotov Cocktail referred Climate Change Climate Crisis andor Global Warming ArsonExposed Climate Cult ,molotov cocktail referred climate change climate crisis andor global warming arsonexposed climate cult,"['climate', 'molotov', 'cocktail', 'referred', 'change', 'crisis', 'andor', 'global', 'warming', 'arsonexposed']"
108,28,Citizens' Climate Lobby,53,Presidential candidate Joe Biden gave a major speech yesterday on the undeniable accelerating punishing reality of global warmingOur country amp our world need leaders from both parties to acknowledge the reality of climate change and then act,citizensclimate,Nationwide,True,37837,15492,0.03125,0.25,15:13:13,2020,09,15,Presidential candidate Joe Biden gave major speech yesterday undeniable accelerating punishing reality global warmingOur country amp world need leaders parties acknowledge reality climate change act ,presidential candidate joe biden gave major speech yesterday undeniable accelerating punishing reality global warmingour country amp world need leader party acknowledge reality climate change act,"['reality', 'presidential', 'candidate', 'joe', 'biden', 'gave', 'major', 'speech', 'yesterday', 'undeniable']"
109,0,stokesmorgan,0,Trump protocol for Global warming Endless fires in California Yet Trump says its due to poor Forest management So Keep the land clean sweep off leaves Clean up all debris Take care of fallen trees and hope for Early Winter Climate Change is fake,maryannstok,Queen  City ,False,76,242,-0.0395833333333333,0.5531250000000001,23:16:34,2020,09,14,Trump protocol Global warming Endless fires California Yet Trump says due poor Forest management So Keep land clean sweep leaves Clean debris Take care fallen trees hope Early Winter Climate Change fake ,trump protocol global warming endless fire california yet trump say due poor forest management keep land clean sweep leaf clean debris take care fallen tree hope early winter climate change fake,"['trump', 'clean', 'protocol', 'global', 'warming', 'endless', 'fire', 'california', 'yet', 'say']"
112,1,Rogs,0,Climate Change is as soft a term as they come And people cant even stomach that Global Warming is the original description So get real people Im not an activist on it but I can call a spade a spade Pretty sure Gore was ahead of this climate weather BCStorm,RogueSquadron4,"Vancouver, BC",False,60,311,0.2375,0.5481481481481482,17:05:47,2020,09,11,Climate Change soft term come And people cant even stomach Global Warming original description So get real people Im activist I call spade spade Pretty sure Gore ahead climate weather BCStorm ,climate change soft term come people cant even stomach global warming original description get real people im activist call spade spade pretty sure gore ahead climate weather bcstorm,"['climate', 'people', 'spade', 'change', 'soft', 'term', 'come', 'cant', 'even', 'stomach']"
113,0,Newsdiary Online,0,Stakeholders in the environment sector have kicked against the method adopted in coal mining activities saying such mining and burning are responsible for global warming and climate change burning cause change climate coal global Mining Stakehol,newsdiaryonline,Abuja Nigeria,False,31557,9384,0.05,0.2625,15:05:17,2020,09,11,Stakeholders environment sector kicked method adopted coal mining activities saying mining burning responsible global warming climate change burning cause change climate coal global Mining Stakehol ,stakeholder environment sector kicked method adopted coal mining activity saying mining burning responsible global warming climate change burning cause change climate coal global mining stakehol,"['mining', 'coal', 'burning', 'global', 'climate', 'change', 'stakeholder', 'environment', 'sector', 'kicked']"
114,0,Marshall Petros,0,Climate Change Worlds Global Warming Fight ClimateChange climate,Marshall_Petros,"London, England",False,23,66,0.0,0.0,10:16:03,2020,09,11,Climate Change Worlds Global Warming Fight ClimateChange climate ,climate change world global warming fight climatechange climate,"['climate', 'change', 'world', 'global', 'warming', 'fight', 'climatechange']"
117,1,Fossil Free USA,1,Chevron JPMorgan amp Barclays shareholders have endorsed resolutions re global warming amp climate change Pressure on energy firms from powerful investors is increasing rapidly Average investor support increased from 219 in 2019 to 327 in 2020,fossilfreeusa,"Albuquerque, NM",False,25,5,0.0499999999999999,0.4666666666666666,23:00:48,2020,09,07,Chevron JPMorgan amp Barclays shareholders endorsed resolutions global warming amp climate change Pressure energy firms powerful investors increasing rapidly Average investor support increased 219 2019 327 2020 ,chevron jpmorgan amp barclays shareholder endorsed resolution global warming amp climate change pressure energy firm powerful investor increasing rapidly average investor support increased,"['amp', 'investor', 'chevron', 'jpmorgan', 'barclays', 'shareholder', 'endorsed', 'resolution', 'global', 'warming']"
118,0,"Tom Gillispie, EDITOR/WRITER",0,climate change The 11TH HOUR FOR THE EARTH climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0,20:08:16,2020,09,06,climate change The 11TH HOUR FOR THE EARTH climatechange global warming ,climate change th hour earth climatechange global warming,"['climate', 'change', 'th', 'hour', 'earth', 'climatechange', 'global', 'warming']"
123,0,Jim Franklin,1,nmsaints87124 JustTheNews If there is anything that proves climate change is a lie its this from abcnews in 2008 ABCs FAKE 2008 GLOBAL WARMING SCARE said NYC would be underwater by 2015,Jimbos2002,12th and Penn NW Washington DC,False,1746,1283,-0.0666666666666666,0.3333333333333333,12:50:11,2020,09,03,nmsaints87124 JustTheNews If anything proves climate change lie abcnews 2008 ABCs FAKE 2008 GLOBAL WARMING SCARE said NYC would underwater 2015 ,nmsaints justthenews anything prof climate change lie abcnews abc fake global warming scare said nyc would underwater,"['nmsaints', 'justthenews', 'anything', 'prof', 'climate', 'change', 'lie', 'abcnews', 'abc', 'fake']"
126,0,Erin Brennan,0,Ice sheets in Greenland and Antarctica whose melting rates are rapidly increasing have raised the global sea level by 18cm since the 1990s and are matching the Intergovernmental Panel on Climate Changes worstcase climate warming scenarios,ErinBrennan,"Louisville, Kentucky",False,905,1256,0.0,0.0,13:05:56,2020,09,01,Ice sheets Greenland Antarctica whose melting rates rapidly increasing raised global sea level 18cm since 1990s matching Intergovernmental Panel Climate Changes worstcase climate warming scenarios ,ice sheet greenland antarctica whose melting rate rapidly increasing raised global sea level cm since matching intergovernmental panel climate change worstcase climate warming scenario,"['climate', 'ice', 'sheet', 'greenland', 'antarctica', 'whose', 'melting', 'rate', 'rapidly', 'increasing']"
127,0,GED_Project,3,What price would we have to pay for the emission of one tonne of CO2 to cover all costs Using a climate model to calculate the impact of additional CO2 emissions on global warming and climate change could be the answer,GED_Tweet,Bertelsmann Stiftung,False,4063,1565,0.0,0.0,04:30:00,2020,09,01,What price would pay emission one tonne CO2 cover costs Using climate model calculate impact additional CO2 emissions global warming climate change could answer ,price would pay emission one tonne co cover cost using climate model calculate impact additional co emission global warming climate change could answer,"['emission', 'co', 'climate', 'price', 'pay', 'one', 'tonne', 'cover', 'cost', 'using']"
128,0,somedaygirl,0,SundayThoughts Climate change global warming,somedaygirl,NE,False,832,3917,0.0,0.0,16:02:13,2020,08,30,SundayThoughts Climate change global warming ,sundaythoughts climate change global warming,"['sundaythoughts', 'climate', 'change', 'global', 'warming']"
129,20,IUCN,48,Coral reefs are among the most threatened ecosystems on Earth largely due to unprecedented global warming and climate changesLearn about the measures we can take to ensure their survival in our Issues Brief IucnOcean,IUCN,"Gland, Switzerland",True,155848,2021,0.195,0.4216666666666667,15:01:01,2020,08,28,Coral reefs among threatened ecosystems Earth largely due unprecedented global warming climate changesLearn measures take ensure survival Issues Brief IucnOcean ,coral reef among threatened ecosystem earth largely due unprecedented global warming climate changeslearn measure take ensure survival issue brief iucnocean,"['coral', 'reef', 'among', 'threatened', 'ecosystem', 'earth', 'largely', 'due', 'unprecedented', 'global']"
131,1,Zubin Mistry,0,Climate change amp Global Warming via YouTube ClimateChange climate globalwarming climateconciousnetwork Contact Climate Conscious Network Website Email climateconsciousnetworkgmailcom,ZubinMistry5,"Surat, India",False,34,24,0.05,0.25,07:30:06,2020,08,26,Climate change amp Global Warming via YouTube ClimateChange climate globalwarming climateconciousnetwork Contact Climate Conscious Network Website Email climateconsciousnetworkgmailcom ,climate change amp global warming via youtube climatechange climate globalwarming climateconciousnetwork contact climate conscious network website email climateconsciousnetworkgmailcom,"['climate', 'change', 'amp', 'global', 'warming', 'via', 'youtube', 'climatechange', 'globalwarming', 'climateconciousnetwork']"
132,0,Kemo Phatty,2,A child in Gunjure is motivated to grow more than 1000 trees of different seedlings to protect a generation yet unborn against global Warming and Climate change impacts End ClimateEmergency,KemoPhatty,Republic of The Gambia,False,40,24,0.1666666666666666,0.3666666666666667,13:47:53,2020,08,25,A child Gunjure motivated grow 1000 trees different seedlings protect generation yet unborn global Warming Climate change impacts End ClimateEmergency ,child gunjure motivated grow tree different seedling protect generation yet unborn global warming climate change impact end climateemergency,"['child', 'gunjure', 'motivated', 'grow', 'tree', 'different', 'seedling', 'protect', 'generation', 'yet']"
133,0,Chris Fox,1,Despite the pandemic support for action to curb climate change has not diminished Backing for government to do more to deal with global warming at 68 percent in May of 2018 was at the same level in 2020 according to the survey issued Monday jswatz,ChristopherNFox,"Boston, MA",False,18451,15267,0.15,0.18125,00:44:54,2020,08,25,Despite pandemic support action curb climate change diminished Backing government deal global warming 68 percent May 2018 level 2020 according survey issued Monday jswatz ,despite pandemic support action curb climate change diminished backing government deal global warming percent may level according survey issued monday jswatz,"['despite', 'pandemic', 'support', 'action', 'curb', 'climate', 'change', 'diminished', 'backing', 'government']"
134,0,Up Daily Infoo,0,Check out A Climate for Change Global Warming Facts for Faith Based Decisions Book by Andrew Farley and Katharine Hayhoe Pdf Download climate climatechange environment nature globalwarming climatecrisis climateaction savetheplanet earth,UpDailyInfo,Chicago,False,59,298,0.0,0.0,21:48:27,2020,08,24,Check A Climate Change Global Warming Facts Faith Based Decisions Book Andrew Farley Katharine Hayhoe Pdf Download climate climatechange environment nature globalwarming climatecrisis climateaction savetheplanet earth ,check climate change global warming fact faith based decision book andrew farley katharine hayhoe pdf download climate climatechange environment nature globalwarming climatecrisis climateaction savetheplanet earth,"['climate', 'check', 'change', 'global', 'warming', 'fact', 'faith', 'based', 'decision', 'book']"
135,0,FORESTS FOREVER,1,Although temporary changes can help you need to reduce CO2 permanently to make a dent in global warming said Prof Piers Forster from the University of Leeds climate pandemic,FORESTSFOREVER,"Berkeley, CA",False,358,162,0.0,0.0,15:16:00,2020,08,24,Although temporary changes help need reduce CO2 permanently make dent global warming said Prof Piers Forster University Leeds climate pandemic ,although temporary change help need reduce co permanently make dent global warming said prof pier forster university leeds climate pandemic,"['although', 'temporary', 'change', 'help', 'need', 'reduce', 'co', 'permanently', 'make', 'dent']"
136,0,Safe Climate Campaign,0,The link between climate change and bigger fires is inextricable Temperatures are two to three degrees F warmer now than they wouldve been without global warming KendraWrites jswatz Protect the West and our Climate Demand CleanerCars,safe_climate,"Washington, DC",False,1732,700,0.0,0.25,17:54:40,2020,08,22,The link climate change bigger fires inextricable Temperatures two three degrees F warmer wouldve without global warming KendraWrites jswatz Protect West Climate Demand CleanerCars ,link climate change bigger fire inextricable temperature two three degree f warmer wouldve without global warming kendrawrites jswatz protect west climate demand cleanercars,"['climate', 'link', 'change', 'bigger', 'fire', 'inextricable', 'temperature', 'two', 'three', 'degree']"
137,0,ENERCO Energy Solutions LLP 🇮🇳 🔆 (Estd. 2009),1,Climate Change and Global Warming is the biggest problem considered by millennialsWe know our prioritiesclimate ClimateCrisis GlobalWarming Sustainable RenewableEnergy ClimateChange,EnercoEnergy,India,False,191,1,0.0,0.0,17:41:11,2020,08,20,Climate Change Global Warming biggest problem considered millennialsWe know prioritiesclimate ClimateCrisis GlobalWarming Sustainable RenewableEnergy ClimateChange ,climate change global warming biggest problem considered millennialswe know prioritiesclimate climatecrisis globalwarming sustainable renewableenergy climatechange,"['climate', 'change', 'global', 'warming', 'biggest', 'problem', 'considered', 'millennialswe', 'know', 'prioritiesclimate']"
138,0,Ajai Malhotra,0,Due to COVID19 pandemic impact only first section of IPCC report on science of global warming will be ready for Glasgow COP26 in November 2021 Other two sections climate change impacts amp ways to cut GHG emissions amp IPCC synthesis report will follow only in 2022,AjaiMalhotra,"Gurugram, Delhi-NCR, India",False,430,527,0.0285714285714285,0.5119047619047619,09:14:48,2020,08,20,Due COVID19 pandemic impact first section IPCC report science global warming ready Glasgow COP26 November 2021 Other two sections climate change impacts amp ways cut GHG emissions amp IPCC synthesis report follow 2022 ,due covid pandemic impact first section ipcc report science global warming ready glasgow cop november two section climate change impact amp way cut ghg emission amp ipcc synthesis report follow,"['impact', 'section', 'ipcc', 'report', 'amp', 'due', 'covid', 'pandemic', 'first', 'science']"
139,1,Mkyari,2,The main greenhouse gas is not counted as an airpollutant because it does not appear to affect health However there are links between climate change amp global warming such as the atmospheric concentration of some pollutants in the air,IamMkyari,Borno ,False,1225,3076,0.0416666666666666,0.2083333333333333,04:29:29,2020,08,20,The main greenhouse gas counted airpollutant appear affect health However links climate change amp global warming atmospheric concentration pollutants air ,main greenhouse gas counted airpollutant appear affect health however link climate change amp global warming atmospheric concentration pollutant air,"['main', 'greenhouse', 'gas', 'counted', 'airpollutant', 'appear', 'affect', 'health', 'link', 'climate']"
140,0,Tigran Haas,1,3 Questions Asegun Henry on five grand thermal challenges to stem the tide of global warming Our mission here is to save humanity from extinction due to climate change says MIT professor MIT KTHresearch GretaThunberg LeoDiCaprio algore climate,tigranhaas,"Terra and Stockholm, Sweden",False,5941,5452,0.125,0.4583333333333333,15:08:33,2020,08,19,3 Questions Asegun Henry five grand thermal challenges stem tide global warming Our mission save humanity extinction due climate change says MIT professor MIT KTHresearch GretaThunberg LeoDiCaprio algore climate ,question asegun henry five grand thermal challenge stem tide global warming mission save humanity extinction due climate change say mit professor mit kthresearch gretathunberg leodicaprio algore climate,"['climate', 'mit', 'question', 'asegun', 'henry', 'five', 'grand', 'thermal', 'challenge', 'stem']"
141,1,Gary McFarlane,3,New research reveals effect of global warming on Greenland ice melt high sensitivity of the polar regions to climate change via physorgcom climate science SciChat environment,GaryM,"Medicine Hat, Alberta, Canada",False,4667,3776,0.0532575757575757,0.3111363636363636,14:57:51,2020,08,18,New research reveals effect global warming Greenland ice melt high sensitivity polar regions climate change via physorgcom climate science SciChat environment ,new research reveals effect global warming greenland ice melt high sensitivity polar region climate change via physorgcom climate science scichat environment,"['climate', 'new', 'research', 'reveals', 'effect', 'global', 'warming', 'greenland', 'ice', 'melt']"
143,0,Alex Kime,0,How to make Seedboms UDBHAVA plantation Environment climate change globalwarming,alexander_kime,Chicago Illinois,False,31,167,0.0,0.0,10:24:22,2020,08,17,How make Seedboms UDBHAVA plantation Environment climate change globalwarming ,make seedboms udbhava plantation environment climate change globalwarming,"['make', 'seedboms', 'udbhava', 'plantation', 'environment', 'climate', 'change', 'globalwarming']"
144,0,Daily Climate,0,Climate change is poised to thaw and undermine the soil beneath ConocoPhillips proposed Willow oil drilling project on Alaskas North Slope making its rigs and roads vulnerable to the same global warming the project will be aggravating,TheDailyClimate,"Bozeman, Mont.",False,17704,1370,-0.1666666666666666,0.2083333333333333,09:00:43,2020,08,17,Climate change poised thaw undermine soil beneath ConocoPhillips proposed Willow oil drilling project Alaskas North Slope making rigs roads vulnerable global warming project aggravating ,climate change poised thaw undermine soil beneath conocophillips proposed willow oil drilling project alaska north slope making rig road vulnerable global warming project aggravating,"['project', 'climate', 'change', 'poised', 'thaw', 'undermine', 'soil', 'beneath', 'conocophillips', 'proposed']"
145,0,Coalition for Urban Transitions,2,The COVID19 crisis presents an opportunity to change course a make or break moment for global climate targets The world could avoid 03C of global warming by 2050 if governments invest in green recovery BuildBackBetter Read on CarbonBrief,CoalitionUrban,"Washington, DC; London, UK",False,3661,2253,-0.0666666666666666,0.0999999999999999,14:30:07,2020,08,16,The COVID19 crisis presents opportunity change course make break moment global climate targets The world could avoid 03C global warming 2050 governments invest green recovery BuildBackBetter Read CarbonBrief ,covid crisis present opportunity change course make break moment global climate target world could avoid c global warming government invest green recovery buildbackbetter read carbonbrief,"['global', 'covid', 'crisis', 'present', 'opportunity', 'change', 'course', 'make', 'break', 'moment']"
146,2,Shashank Johri,3,PrafullSundriy1 and I talked about Global Warming and Climate change with students of Hillman School Agra A humble attempt to take Climate discourse to schools Happy Independence day Sustainability climatechange Globalwarming indianindependenceday environment,shankjohri,Bangalore,False,127,211,0.2,0.4666666666666666,15:46:43,2020,08,15,PrafullSundriy1 I talked Global Warming Climate change students Hillman School Agra A humble attempt take Climate discourse schools Happy Independence day Sustainability climatechange Globalwarming indianindependenceday environment ,prafullsundriy talked global warming climate change student hillman school agra humble attempt take climate discourse school happy independence day sustainability climatechange globalwarming indianindependenceday environment,"['climate', 'school', 'prafullsundriy', 'talked', 'global', 'warming', 'change', 'student', 'hillman', 'agra']"
